id,programa,semestre,jornada,promedio_acumulado,promedio_ultimo,materias_perdidas,dificultad_alta,pct_creditos_aprobados,acceso_plataforma,frecuencia_semanal,frecuencia_baja,participacion_baja,no_consulta_profesores,estrato,estrato_bajo,trabaja,horas_semanales,trabaja_mucho,dependientes,dificultad_pago,dificultad_pago_alta,piensa_desertar_frecuente,piensa_desertar_alguna_vez,satisfaccion_programa,satisfaccion_baja,probabilidad_continuar_percibida,probabilidad_continuar_baja,claridad_baja,evento_estresante,indice_riesgo_academico,indice_engagement,target_desercion,fecha_procesamiento
EST_MUESTRA_012,Ingenieria_Sistemas,3,Virtual,4.13,4.08,0,0,0.74,1,6,0,0,0,4,0,1,11,0,0,0,0,0,0,7,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.345717
EST_MUESTRA_013,Administracion,8,Diurna,4.23,3.65,0,0,0.52,1,10,0,0,0,3,0,1,4,0,0,0,0,0,0,8,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.346225
EST_MUESTRA_014,Ingenieria_Sistemas,9,Nocturna,4.92,4.94,0,0,0.55,1,8,0,0,0,4,0,1,3,0,0,0,0,0,0,9,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.346233
EST_MUESTRA_015,Administracion,1,Virtual,2.13,2.92,5,1,0.1,1,0,1,1,1,1,1,1,34,1,1,2,1,1,0,1,1,0.3,1,1,1,0.5,0.5,,2026-02-28T18:42:40.346233
EST_MUESTRA_016,Contaduria,5,Nocturna,4.75,4.79,0,0,0.56,1,10,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.346233
EST_MUESTRA_017,Derecho,1,Diurna,2.13,2.62,2,1,0.77,0,2,1,1,1,2,1,1,43,1,2,1,0,1,0,4,1,0.3,1,1,1,0.5,0.5,,2026-02-28T18:42:40.346744
EST_MUESTRA_018,Psicologia,10,Nocturna,3.88,4.9,0,0,0.34,1,6,0,0,0,4,0,1,10,0,0,0,0,0,0,8,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.346744
EST_MUESTRA_019,Psicologia,3,Diurna,2.43,1.85,3,1,0.41,1,0,1,1,1,1,1,1,46,1,1,1,0,1,0,2,1,0.3,1,1,0,0.5,0.5,,2026-02-28T18:42:40.346744
EST_MUESTRA_020,Ingenieria_Sistemas,9,Nocturna,4.39,3.86,1,0,0.68,1,8,0,0,0,4,0,1,9,0,0,0,0,0,0,7,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.347258
EST_MUESTRA_021,Contaduria,2,Nocturna,4.01,3.74,0,0,0.13,1,12,0,0,0,3,0,1,5,0,0,0,0,0,0,9,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.347258
EST_MUESTRA_022,Psicologia,4,Nocturna,4.06,4.17,1,0,0.53,1,11,0,0,0,4,0,1,3,0,0,0,0,0,0,7,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.347258
EST_MUESTRA_023,Psicologia,2,Diurna,3.9,4.01,1,0,0.43,1,10,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.347769
EST_MUESTRA_024,Derecho,3,Virtual,4.24,3.95,1,0,0.35,1,6,0,0,0,3,0,1,11,0,0,0,0,0,0,10,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.347769
EST_MUESTRA_025,Derecho,4,Diurna,4.49,4.58,1,0,0.23,1,6,0,0,0,3,0,1,4,0,0,0,0,0,0,10,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.347769
EST_MUESTRA_026,Ingenieria_Sistemas,1,Diurna,4.6,4.64,0,0,0.22,1,5,0,0,0,4,0,1,13,0,0,0,0,0,0,7,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.348283
EST_MUESTRA_027,Psicologia,10,Virtual,4.92,4.06,1,0,0.51,1,7,0,0,0,4,0,1,9,0,0,0,0,0,0,9,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.348283
EST_MUESTRA_028,Ingenieria_Sistemas,4,Virtual,4.45,4.22,1,0,0.42,1,10,0,0,0,3,0,1,7,0,0,0,0,0,0,7,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.348283
EST_MUESTRA_029,Psicologia,6,Nocturna,3.04,2.19,4,1,0.8,0,0,1,1,1,1,1,1,34,1,2,1,0,1,0,2,1,0.3,1,1,0,0.5,0.5,,2026-02-28T18:42:40.348794
EST_MUESTRA_030,Ingenieria_Sistemas,2,Diurna,3.95,4.68,1,0,0.21,1,5,0,0,0,3,0,1,9,0,0,0,0,0,0,10,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.348794
EST_MUESTRA_031,Administracion,9,Diurna,3.82,4.2,0,0,0.7,1,12,0,0,0,4,0,1,8,0,0,0,0,0,0,10,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.348794
EST_MUESTRA_032,Ingenieria_Sistemas,7,Diurna,2.84,2.88,3,1,0.5,1,0,1,1,1,1,1,1,44,1,3,2,1,1,0,4,1,0.3,1,1,0,0.5,0.5,,2026-02-28T18:42:40.349306
EST_MUESTRA_033,Psicologia,1,Virtual,3.98,3.75,1,0,0.31,1,7,0,0,0,3,0,1,7,0,0,0,0,0,0,8,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.349306
EST_MUESTRA_034,Psicologia,5,Virtual,3.9,4.69,1,0,0.29,1,12,0,0,0,3,0,1,14,0,0,0,0,0,0,7,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.349306
EST_MUESTRA_035,Psicologia,7,Nocturna,3.9,4.16,0,0,0.76,1,5,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.349818
EST_MUESTRA_036,Psicologia,8,Virtual,4.97,3.75,0,0,0.4,1,11,0,0,0,4,0,1,13,0,0,0,0,0,0,7,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.349818
EST_MUESTRA_037,Administracion,3,Diurna,4.38,4.91,0,0,0.36,1,8,0,0,0,4,0,1,2,0,0,0,0,0,0,9,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.349818
EST_MUESTRA_038,Ingenieria_Sistemas,1,Nocturna,4.74,4.29,1,0,0.35,1,9,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.350327
EST_MUESTRA_039,Derecho,2,Nocturna,2.36,2.34,4,1,0.74,0,2,1,1,1,2,1,1,33,1,1,1,0,1,0,4,1,0.3,1,1,0,0.5,0.5,,2026-02-28T18:42:40.350327
EST_MUESTRA_040,Contaduria,6,Diurna,4.34,4.83,1,0,0.38,1,5,0,0,0,4,0,1,5,0,0,0,0,0,0,8,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.350327
EST_MUESTRA_041,Psicologia,6,Nocturna,4.11,4.33,1,0,0.64,1,11,0,0,0,3,0,1,15,0,0,0,0,0,0,7,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.350840
EST_MUESTRA_042,Derecho,1,Diurna,2.88,2.21,5,1,0.46,0,0,1,1,1,2,1,1,33,1,1,1,0,1,0,4,1,0.3,1,1,0,0.5,0.5,,2026-02-28T18:42:40.350840
EST_MUESTRA_043,Derecho,10,Diurna,2.33,1.61,4,1,0.26,1,2,1,1,1,2,1,1,48,1,3,2,1,1,0,2,1,0.3,1,1,1,0.5,0.5,,2026-02-28T18:42:40.350840
EST_MUESTRA_044,Ingenieria_Sistemas,6,Virtual,3.86,4.5,0,0,0.8,1,8,0,0,0,3,0,1,14,0,0,0,0,0,0,10,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.350840
EST_MUESTRA_045,Administracion,9,Diurna,2.41,2.08,2,1,0.68,0,1,1,1,1,2,1,1,41,1,3,2,1,1,0,4,1,0.3,1,1,0,0.5,0.5,,2026-02-28T18:42:40.351353
EST_MUESTRA_046,Derecho,6,Virtual,4.63,4.86,0,0,0.64,1,10,0,0,0,4,0,1,2,0,0,0,0,0,0,9,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.351353
EST_MUESTRA_047,Administracion,8,Diurna,3.87,4.14,0,0,0.39,1,9,0,0,0,4,0,1,5,0,0,0,0,0,0,8,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.351353
EST_MUESTRA_048,Derecho,6,Virtual,2.46,2.01,5,1,0.39,0,2,1,1,1,2,1,1,47,1,2,1,0,1,0,3,1,0.3,1,1,1,0.5,0.5,,2026-02-28T18:42:40.351871
EST_MUESTRA_049,Ingenieria_Sistemas,4,Virtual,3.94,4.52,1,0,0.71,1,8,0,0,0,4,0,1,2,0,0,0,0,0,0,8,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.351871
EST_MUESTRA_050,Contaduria,7,Diurna,4.68,4.4,1,0,0.75,1,6,0,0,0,4,0,1,7,0,0,0,0,0,0,8,0,0.9,0,0,0,0.5,0.5,,2026-02-28T18:42:40.351871
EST_HISTORICO_001,Contaduria,1,Virtual,4.68,4.529999999999999,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.351871
EST_HISTORICO_002,Psicologia,10,Virtual,3.87,3.5300000000000002,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.352386
EST_HISTORICO_003,Psicologia,9,Nocturna,4.85,4.52,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.352386
EST_HISTORICO_004,Derecho,5,Virtual,3.46,3.01,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.352386
EST_HISTORICO_005,Contaduria,3,Diurna,2.85,2.62,4,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,1,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:42:40.352927
EST_HISTORICO_006,Ingenieria_Sistemas,8,Diurna,4.82,4.57,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.352927
EST_HISTORICO_007,Derecho,8,Diurna,2.46,2.4,5,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,1,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:42:40.352927
EST_HISTORICO_008,Administracion,7,Nocturna,2.06,1.78,5,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,1,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:42:40.353435
EST_HISTORICO_009,Ingenieria_Sistemas,7,Nocturna,4.26,3.9299999999999997,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.353435
EST_HISTORICO_010,Contaduria,5,Nocturna,4.42,4.01,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.353435
EST_HISTORICO_011,Administracion,3,Virtual,2.18,1.87,4,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,1,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:42:40.353435
EST_HISTORICO_012,Ingenieria_Sistemas,8,Nocturna,4.78,4.74,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.353949
EST_HISTORICO_013,Contaduria,4,Diurna,2.54,2.48,6,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,3,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:42:40.353949
EST_HISTORICO_014,Ingenieria_Sistemas,5,Virtual,3.24,2.74,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,6,0,0.5,0,0,1,0.5,0.5,1.0,2026-02-28T18:42:40.353949
EST_HISTORICO_015,Administracion,8,Virtual,4.47,4.01,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.354458
EST_HISTORICO_016,Ingenieria_Sistemas,10,Diurna,3.43,3.33,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,6,0,0.5,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.354458
EST_HISTORICO_017,Derecho,2,Virtual,4.67,4.39,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.354458
EST_HISTORICO_018,Psicologia,5,Nocturna,3.88,3.82,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.354458
EST_HISTORICO_019,Administracion,5,Nocturna,3.59,3.3,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,5,0,0.5,0,0,1,0.5,0.5,1.0,2026-02-28T18:42:40.354974
EST_HISTORICO_020,Administracion,1,Diurna,4.83,4.78,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.354974
EST_HISTORICO_021,Derecho,1,Nocturna,4.1,3.8299999999999996,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.354974
EST_HISTORICO_022,Contaduria,5,Diurna,3.38,2.9299999999999997,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,5,0,0.5,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.354974
EST_HISTORICO_023,Derecho,8,Nocturna,3.42,3.21,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,6,0,0.5,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.354974
EST_HISTORICO_024,Ingenieria_Sistemas,8,Nocturna,3.3,2.9499999999999997,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,6,0,0.5,0,0,1,0.5,0.5,1.0,2026-02-28T18:42:40.354974
EST_HISTORICO_025,Derecho,3,Nocturna,3.23,2.92,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,1.0,2026-02-28T18:42:40.355962
EST_HISTORICO_026,Derecho,5,Nocturna,3.61,3.4299999999999997,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.355962
EST_HISTORICO_027,Ingenieria_Sistemas,5,Virtual,4.44,4.430000000000001,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.355962
EST_HISTORICO_028,Derecho,8,Virtual,3.92,3.79,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.355962
EST_HISTORICO_029,Administracion,4,Diurna,4.94,4.87,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.355962
EST_HISTORICO_030,Administracion,5,Virtual,4.62,4.15,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.355962
EST_HISTORICO_031,Contaduria,7,Diurna,4.3,4.29,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.355962
EST_HISTORICO_032,Derecho,9,Nocturna,2.09,1.7499999999999998,6,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,2,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:42:40.355962
EST_HISTORICO_033,Ingenieria_Sistemas,6,Diurna,4.66,4.45,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.356962
EST_HISTORICO_034,Administracion,7,Diurna,2.09,1.9499999999999997,6,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,3,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:42:40.356962
EST_HISTORICO_035,Administracion,8,Virtual,4.34,3.9099999999999997,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.356962
EST_HISTORICO_036,Contaduria,4,Diurna,4.29,4.05,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.356962
EST_HISTORICO_037,Derecho,7,Diurna,3.29,3.22,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,6,0,0.5,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.356962
EST_HISTORICO_038,Contaduria,6,Virtual,3.92,3.58,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.356962
EST_HISTORICO_039,Derecho,7,Virtual,4.39,4.17,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.357962
EST_HISTORICO_040,Derecho,4,Diurna,4.77,4.46,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.357962
EST_HISTORICO_041,Contaduria,4,Nocturna,4.76,4.51,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.357962
EST_HISTORICO_042,Contaduria,9,Diurna,3.82,3.8,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.357962
EST_HISTORICO_043,Administracion,3,Virtual,5.0,4.98,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.357962
EST_HISTORICO_044,Administracion,5,Diurna,4.54,4.29,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.357962
EST_HISTORICO_045,Ingenieria_Sistemas,5,Virtual,4.77,4.52,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.357962
EST_HISTORICO_046,Ingenieria_Sistemas,8,Nocturna,3.46,3.21,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,6,0,0.5,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.358963
EST_HISTORICO_047,Derecho,9,Diurna,4.69,4.5,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.358963
EST_HISTORICO_048,Psicologia,2,Diurna,3.69,3.4299999999999997,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,5,0,0.5,0,0,1,0.5,0.5,1.0,2026-02-28T18:42:40.358963
EST_HISTORICO_049,Administracion,7,Nocturna,4.75,4.44,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.358963
EST_HISTORICO_050,Derecho,3,Diurna,3.64,3.6,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,1.0,2026-02-28T18:42:40.358963
EST_HISTORICO_051,Contaduria,10,Virtual,2.69,2.61,6,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,3,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:42:40.482306
EST_HISTORICO_052,Psicologia,2,Virtual,4.08,3.86,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.482821
EST_HISTORICO_053,Psicologia,8,Nocturna,2.41,2.04,5,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,3,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:42:40.483332
EST_HISTORICO_054,Ingenieria_Sistemas,10,Nocturna,4.27,3.9399999999999995,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.483862
EST_HISTORICO_055,Contaduria,2,Diurna,2.96,2.89,3,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,2,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:42:40.483862
EST_HISTORICO_056,Derecho,2,Diurna,4.51,4.3,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.483862
EST_HISTORICO_057,Contaduria,5,Virtual,3.13,2.7399999999999998,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,6,0,0.5,0,0,1,0.5,0.5,1.0,2026-02-28T18:42:40.484378
EST_HISTORICO_058,Derecho,4,Diurna,2.04,1.98,3,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,3,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:42:40.484378
EST_HISTORICO_059,Psicologia,10,Diurna,4.88,4.52,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.484378
EST_HISTORICO_060,Administracion,10,Nocturna,4.02,3.5799999999999996,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:42:40.484892
EST_NUEVO_001,Contaduria,3,Diurna,3.33,3.1,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,5,0,0.5,0,0,1,0.5,0.5,,2026-02-28T18:42:40.484892
EST_NUEVO_002,Derecho,7,Virtual,3.22,2.8200000000000003,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,,2026-02-28T18:42:40.484892
EST_NUEVO_003,Ingenieria_Sistemas,6,Diurna,3.44,2.98,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,,2026-02-28T18:42:40.484892
EST_NUEVO_004,Contaduria,3,Diurna,3.62,3.5500000000000003,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,,2026-02-28T18:42:40.485403
EST_NUEVO_005,Psicologia,7,Diurna,2.56,2.37,5,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,1,1,0.2,1,0,1,0.5,0.5,,2026-02-28T18:42:40.485403
EST_NUEVO_006,Ingenieria_Sistemas,7,Virtual,3.22,2.8800000000000003,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,5,0,0.5,0,0,1,0.5,0.5,,2026-02-28T18:42:40.485403
EST_NUEVO_007,Administracion,8,Nocturna,4.91,4.72,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:42:40.485913
EST_NUEVO_008,Administracion,10,Virtual,3.35,3.27,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,,2026-02-28T18:42:40.485913
