id,programa,semestre,jornada,promedio_acumulado,promedio_ultimo,materias_perdidas,dificultad_alta,pct_creditos_aprobados,acceso_plataforma,frecuencia_semanal,frecuencia_baja,participacion_baja,no_consulta_profesores,estrato,estrato_bajo,trabaja,horas_semanales,trabaja_mucho,dependientes,dificultad_pago,dificultad_pago_alta,piensa_desertar_frecuente,piensa_desertar_alguna_vez,satisfaccion_programa,satisfaccion_baja,probabilidad_continuar_percibida,probabilidad_continuar_baja,claridad_baja,evento_estresante,indice_riesgo_academico,indice_engagement,target_desercion,fecha_procesamiento
EST_VAR_014,Administracion,3,Nocturna,2.01,1.35,6,1,0.21,0,0,1,1,1,2,1,1,42,1,2,2,1,1,0,1,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:40:14.037562
EST_VAR_015,Administracion,8,Diurna,4.61,4.41,0,0,0.37,1,8,0,0,0,3,0,1,3,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:40:14.037562
EST_VAR_016,Derecho,2,Virtual,4.5,3.88,0,0,0.24,1,10,0,0,0,3,0,1,6,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:40:14.037562
EST_VAR_017,Ingenieria_Sistemas,10,Nocturna,3.39,2.88,2,0,0.49,1,2,1,0,0,1,1,1,23,1,1,1,0,0,1,4,1,0.5,0,0,0,0.5,0.5,,2026-02-28T18:40:14.037562
EST_VAR_018,Administracion,8,Virtual,3.3,2.72,2,0,0.11,1,3,0,0,0,1,1,1,23,1,2,1,0,0,1,4,1,0.5,0,0,0,0.5,0.5,,2026-02-28T18:40:14.037562
EST_VAR_019,Ingenieria_Sistemas,10,Diurna,4.98,4.98,0,0,0.43,1,10,0,0,0,3,0,1,4,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:40:14.038562
EST_VAR_020,Ingenieria_Sistemas,1,Diurna,2.34,1.84,6,1,0.29,0,1,1,1,1,1,1,1,43,1,2,2,1,1,0,1,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:40:14.038562
EST_VAR_021,Derecho,4,Diurna,2.04,1.12,5,1,0.46,0,0,1,1,1,2,1,1,41,1,3,2,1,1,0,2,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:40:14.038562
EST_VAR_022,Psicologia,6,Virtual,3.17,2.78,1,0,0.66,1,3,0,0,0,1,1,1,26,1,1,1,0,0,1,6,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:40:14.038562
EST_VAR_023,Administracion,2,Virtual,3.33,3.11,1,0,0.52,1,2,1,0,0,2,1,1,30,1,0,1,0,0,1,5,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:40:14.038562
EST_VAR_024,Psicologia,8,Nocturna,4.43,4.36,0,0,0.54,1,8,0,0,0,4,0,1,8,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:40:14.038562
EST_VAR_025,Ingenieria_Sistemas,2,Diurna,2.02,1.79,5,1,0.33,0,0,1,1,1,2,1,1,42,1,3,2,1,1,0,1,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:40:14.038562
EST_VAR_026,Psicologia,8,Diurna,4.59,4.54,0,0,0.42,1,6,0,0,0,5,0,1,6,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:40:14.039562
EST_VAR_027,Psicologia,2,Diurna,4.84,3.65,0,0,0.38,1,9,0,0,0,3,0,1,8,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:40:14.039562
EST_VAR_028,Psicologia,8,Virtual,4.1,4.76,0,0,0.27,1,10,0,0,0,3,0,1,2,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:40:14.039562
EST_VAR_029,Ingenieria_Sistemas,9,Nocturna,3.35,2.97,2,0,0.12,1,4,0,0,0,1,1,1,25,1,0,1,0,0,1,5,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:40:14.039562
EST_VAR_030,Derecho,6,Diurna,4.3,4.7,0,0,0.65,1,8,0,0,0,3,0,1,3,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:40:14.039562
EST_VAR_031,Derecho,9,Nocturna,3.17,2.64,1,0,0.37,1,2,1,0,0,1,1,1,28,1,0,1,0,0,1,6,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:40:14.039562
EST_VAR_032,Administracion,3,Diurna,3.25,3.07,2,0,0.44,1,3,0,0,0,1,1,1,21,1,0,1,0,0,1,6,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:40:14.039562
EST_VAR_033,Ingenieria_Sistemas,5,Virtual,4.2,4.46,0,0,0.16,1,6,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:40:14.040563
EST_VAR_034,Psicologia,3,Diurna,3.21,2.83,2,0,0.46,1,2,1,0,0,1,1,1,30,1,0,1,0,0,1,6,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:40:14.040563
EST_VAR_035,Derecho,8,Nocturna,2.56,2.39,5,1,0.57,0,0,1,1,1,1,1,1,35,1,3,2,1,1,0,1,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:40:14.040563
EST_VAR_036,Ingenieria_Sistemas,10,Nocturna,4.11,4.12,0,0,0.62,1,8,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:40:14.040563
EST_VAR_037,Ingenieria_Sistemas,5,Diurna,4.76,4.76,0,0,0.57,1,6,0,0,0,3,0,1,3,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:40:14.040563
EST_VAR_038,Derecho,9,Diurna,3.93,3.72,0,0,0.51,1,6,0,0,0,4,0,1,4,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:40:14.040563
EST_VAR_039,Derecho,8,Diurna,4.6,3.97,0,0,0.59,1,6,0,0,0,4,0,1,3,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:40:14.041563
EST_VAR_040,Administracion,9,Virtual,3.38,2.53,1,0,0.74,1,2,1,0,0,2,1,1,21,1,2,1,0,0,1,6,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:40:14.041563
EST_VAR_041,Psicologia,2,Nocturna,4.58,4.03,0,0,0.45,1,5,0,0,0,5,0,1,7,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:40:14.041563
EST_VAR_042,Administracion,2,Diurna,4.48,4.82,0,0,0.52,1,5,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:40:14.041563
EST_VAR_043,Ingenieria_Sistemas,7,Nocturna,4.48,4.81,0,0,0.39,1,9,0,0,0,4,0,1,7,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:40:14.041563
EST_VAR_044,Administracion,9,Virtual,4.94,3.93,0,0,0.67,1,8,0,0,0,3,0,1,10,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:40:14.041563
EST_VAR_045,Derecho,2,Nocturna,3.17,2.56,2,0,0.29,1,3,0,0,0,2,1,1,25,1,2,1,0,0,1,5,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:40:14.041563
EST_VAR_046,Derecho,9,Nocturna,4.37,4.51,0,0,0.28,1,10,0,0,0,3,0,1,6,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:40:14.042568
EST_VAR_047,Contaduria,2,Virtual,1.95,1.97,6,1,0.74,0,1,1,1,1,2,1,1,46,1,4,2,1,1,0,2,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:40:14.042568
EST_VAR_048,Ingenieria_Sistemas,10,Virtual,4.36,4.24,0,0,0.17,1,6,0,0,0,5,0,1,2,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:40:14.042568
EST_VAR_049,Contaduria,2,Nocturna,4.98,3.87,0,0,0.22,1,9,0,0,0,5,0,1,7,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:40:14.042568
EST_VAR_050,Derecho,10,Virtual,4.36,4.06,0,0,0.44,1,8,0,0,0,5,0,1,8,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:40:14.042568
EST_HISTORICO_001,Contaduria,1,Virtual,4.68,4.529999999999999,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.042568
EST_HISTORICO_002,Psicologia,10,Virtual,3.87,3.5300000000000002,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.042568
EST_HISTORICO_003,Psicologia,9,Nocturna,4.85,4.52,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.043565
EST_HISTORICO_004,Derecho,5,Virtual,3.46,3.01,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.043565
EST_HISTORICO_005,Contaduria,3,Diurna,2.85,2.62,4,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,1,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:40:14.043565
EST_HISTORICO_006,Ingenieria_Sistemas,8,Diurna,4.82,4.57,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.043565
EST_HISTORICO_007,Derecho,8,Diurna,2.46,2.4,5,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,1,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:40:14.043565
EST_HISTORICO_008,Administracion,7,Nocturna,2.06,1.78,5,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,1,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:40:14.043565
EST_HISTORICO_009,Ingenieria_Sistemas,7,Nocturna,4.26,3.9299999999999997,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.043565
EST_HISTORICO_010,Contaduria,5,Nocturna,4.42,4.01,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.044566
EST_HISTORICO_011,Administracion,3,Virtual,2.18,1.87,4,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,1,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:40:14.044566
EST_HISTORICO_012,Ingenieria_Sistemas,8,Nocturna,4.78,4.74,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.044566
EST_HISTORICO_013,Contaduria,4,Diurna,2.54,2.48,6,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,3,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:40:14.044566
EST_HISTORICO_014,Ingenieria_Sistemas,5,Virtual,3.24,2.74,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,6,0,0.5,0,0,1,0.5,0.5,1.0,2026-02-28T18:40:14.044566
EST_HISTORICO_015,Administracion,8,Virtual,4.47,4.01,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.044566
EST_HISTORICO_016,Ingenieria_Sistemas,10,Diurna,3.43,3.33,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,6,0,0.5,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.044566
EST_HISTORICO_017,Derecho,2,Virtual,4.67,4.39,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.045566
EST_HISTORICO_018,Psicologia,5,Nocturna,3.88,3.82,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.045566
EST_HISTORICO_019,Administracion,5,Nocturna,3.59,3.3,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,5,0,0.5,0,0,1,0.5,0.5,1.0,2026-02-28T18:40:14.045566
EST_HISTORICO_020,Administracion,1,Diurna,4.83,4.78,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.045566
EST_HISTORICO_021,Derecho,1,Nocturna,4.1,3.8299999999999996,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.045566
EST_HISTORICO_022,Contaduria,5,Diurna,3.38,2.9299999999999997,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,5,0,0.5,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.045566
EST_HISTORICO_023,Derecho,8,Nocturna,3.42,3.21,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,6,0,0.5,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.045566
EST_HISTORICO_024,Ingenieria_Sistemas,8,Nocturna,3.3,2.9499999999999997,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,6,0,0.5,0,0,1,0.5,0.5,1.0,2026-02-28T18:40:14.046566
EST_HISTORICO_025,Derecho,3,Nocturna,3.23,2.92,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,1.0,2026-02-28T18:40:14.046566
EST_HISTORICO_026,Derecho,5,Nocturna,3.61,3.4299999999999997,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.046566
EST_HISTORICO_027,Ingenieria_Sistemas,5,Virtual,4.44,4.430000000000001,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.047220
EST_HISTORICO_028,Derecho,8,Virtual,3.92,3.79,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.047220
EST_HISTORICO_029,Administracion,4,Diurna,4.94,4.87,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.047220
EST_HISTORICO_030,Administracion,5,Virtual,4.62,4.15,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.047220
EST_HISTORICO_031,Contaduria,7,Diurna,4.3,4.29,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.047743
EST_HISTORICO_032,Derecho,9,Nocturna,2.09,1.7499999999999998,6,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,2,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:40:14.047743
EST_HISTORICO_033,Ingenieria_Sistemas,6,Diurna,4.66,4.45,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.047743
EST_HISTORICO_034,Administracion,7,Diurna,2.09,1.9499999999999997,6,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,3,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:40:14.047743
EST_HISTORICO_035,Administracion,8,Virtual,4.34,3.9099999999999997,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.047743
EST_HISTORICO_036,Contaduria,4,Diurna,4.29,4.05,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.047743
EST_HISTORICO_037,Derecho,7,Diurna,3.29,3.22,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,6,0,0.5,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.047743
EST_HISTORICO_038,Contaduria,6,Virtual,3.92,3.58,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.048723
EST_HISTORICO_039,Derecho,7,Virtual,4.39,4.17,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.048723
EST_HISTORICO_040,Derecho,4,Diurna,4.77,4.46,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.048723
EST_HISTORICO_041,Contaduria,4,Nocturna,4.76,4.51,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.048723
EST_HISTORICO_042,Contaduria,9,Diurna,3.82,3.8,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.048723
EST_HISTORICO_043,Administracion,3,Virtual,5.0,4.98,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.048723
EST_HISTORICO_044,Administracion,5,Diurna,4.54,4.29,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.048723
EST_HISTORICO_045,Ingenieria_Sistemas,5,Virtual,4.77,4.52,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.049723
EST_HISTORICO_046,Ingenieria_Sistemas,8,Nocturna,3.46,3.21,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,6,0,0.5,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.049723
EST_HISTORICO_047,Derecho,9,Diurna,4.69,4.5,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.049723
EST_HISTORICO_048,Psicologia,2,Diurna,3.69,3.4299999999999997,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,5,0,0.5,0,0,1,0.5,0.5,1.0,2026-02-28T18:40:14.049723
EST_HISTORICO_049,Administracion,7,Nocturna,4.75,4.44,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.049723
EST_HISTORICO_050,Derecho,3,Diurna,3.64,3.6,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,1.0,2026-02-28T18:40:14.049723
EST_HISTORICO_051,Contaduria,10,Virtual,2.69,2.61,6,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,3,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:40:14.203457
EST_HISTORICO_052,Psicologia,2,Virtual,4.08,3.86,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.203971
EST_HISTORICO_053,Psicologia,8,Nocturna,2.41,2.04,5,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,3,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:40:14.204993
EST_HISTORICO_054,Ingenieria_Sistemas,10,Nocturna,4.27,3.9399999999999995,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.204993
EST_HISTORICO_055,Contaduria,2,Diurna,2.96,2.89,3,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,2,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:40:14.205512
EST_HISTORICO_056,Derecho,2,Diurna,4.51,4.3,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.205512
EST_HISTORICO_057,Contaduria,5,Virtual,3.13,2.7399999999999998,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,6,0,0.5,0,0,1,0.5,0.5,1.0,2026-02-28T18:40:14.205512
EST_HISTORICO_058,Derecho,4,Diurna,2.04,1.98,3,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,3,1,0.2,1,0,1,0.5,0.5,1.0,2026-02-28T18:40:14.206027
EST_HISTORICO_059,Psicologia,10,Diurna,4.88,4.52,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.206027
EST_HISTORICO_060,Administracion,10,Nocturna,4.02,3.5799999999999996,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,0.0,2026-02-28T18:40:14.206027
EST_NUEVO_001,Contaduria,3,Diurna,3.33,3.1,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,5,0,0.5,0,0,1,0.5,0.5,,2026-02-28T18:40:14.206027
EST_NUEVO_002,Derecho,7,Virtual,3.22,2.8200000000000003,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,,2026-02-28T18:40:14.206540
EST_NUEVO_003,Ingenieria_Sistemas,6,Diurna,3.44,2.98,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,,2026-02-28T18:40:14.206540
EST_NUEVO_004,Contaduria,3,Diurna,3.62,3.5500000000000003,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,,2026-02-28T18:40:14.206540
EST_NUEVO_005,Psicologia,7,Diurna,2.56,2.37,5,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,1,1,0.2,1,0,1,0.5,0.5,,2026-02-28T18:40:14.207051
EST_NUEVO_006,Ingenieria_Sistemas,7,Virtual,3.22,2.8800000000000003,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,5,0,0.5,0,0,1,0.5,0.5,,2026-02-28T18:40:14.207051
EST_NUEVO_007,Administracion,8,Nocturna,4.91,4.72,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.207051
EST_NUEVO_008,Administracion,10,Virtual,3.35,3.27,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,,2026-02-28T18:40:14.207051
EST_NUEVO_009,Contaduria,1,Virtual,4.17,3.92,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.207561
