id,programa,semestre,jornada,promedio_acumulado,promedio_ultimo,materias_perdidas,dificultad_alta,pct_creditos_aprobados,acceso_plataforma,frecuencia_semanal,frecuencia_baja,participacion_baja,no_consulta_profesores,estrato,estrato_bajo,trabaja,horas_semanales,trabaja_mucho,dependientes,dificultad_pago,dificultad_pago_alta,piensa_desertar_frecuente,piensa_desertar_alguna_vez,satisfaccion_programa,satisfaccion_baja,probabilidad_continuar_percibida,probabilidad_continuar_baja,claridad_baja,evento_estresante,indice_riesgo_academico,indice_engagement,target_desercion,fecha_procesamiento,probabilidad_desercion,clase_predicha,riesgo_categoria,recomendacion,fecha_prediccion,modelo_version
EST_VAR_018,Administracion,8,Virtual,3.3,2.72,2,0,0.11,1,3,0,0,0,1,1,1,23,1,2,1,0,0,1,4,1,0.5,0,0,0,0.5,0.5,,2026-02-28T18:39:21.034163,0.8283222818175308,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Tutor as acad micas urgentes | Evaluar flexibilidad horaria/carga laboral,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_019,Ingenieria_Sistemas,10,Diurna,4.98,4.98,0,0,0.43,1,10,0,0,0,3,0,1,4,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:39:21.034678,0.1048799031020402,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_020,Ingenieria_Sistemas,1,Diurna,2.34,1.84,6,1,0.29,0,1,1,1,1,1,1,1,43,1,2,2,1,1,0,1,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:39:21.034678,0.9743421709447115,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Psicolog a: Clarificaci n de prop sito acad mico | Tutor as acad micas urgentes | Verificaci n t cnica + contacto telef nico | Evaluar flexibilidad horaria/carga laboral | Orientaci n financiera: becas de emergencia,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_021,Derecho,4,Diurna,2.04,1.12,5,1,0.46,0,0,1,1,1,2,1,1,41,1,3,2,1,1,0,2,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:39:21.034678,0.9743421709447115,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Psicolog a: Clarificaci n de prop sito acad mico | Tutor as acad micas urgentes | Verificaci n t cnica + contacto telef nico | Evaluar flexibilidad horaria/carga laboral | Orientaci n financiera: becas de emergencia,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_022,Psicologia,6,Virtual,3.17,2.78,1,0,0.66,1,3,0,0,0,1,1,1,26,1,1,1,0,0,1,6,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:39:21.035192,0.8010117071627221,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Tutor as acad micas urgentes | Evaluar flexibilidad horaria/carga laboral,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_023,Administracion,2,Virtual,3.33,3.11,1,0,0.52,1,2,1,0,0,2,1,1,30,1,0,1,0,0,1,5,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:39:21.035192,0.6998110491936351,1,MEDIO,   SEGUIMIENTO: Coordinador de programa en 1 semana | Evaluar flexibilidad horaria/carga laboral,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_024,Psicologia,8,Nocturna,4.43,4.36,0,0,0.54,1,8,0,0,0,4,0,1,8,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:39:21.035192,0.039078681636225646,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_025,Ingenieria_Sistemas,2,Diurna,2.02,1.79,5,1,0.33,0,0,1,1,1,2,1,1,42,1,3,2,1,1,0,1,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:39:21.035711,0.9743421709447115,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Psicolog a: Clarificaci n de prop sito acad mico | Tutor as acad micas urgentes | Verificaci n t cnica + contacto telef nico | Evaluar flexibilidad horaria/carga laboral | Orientaci n financiera: becas de emergencia,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_026,Psicologia,8,Diurna,4.59,4.54,0,0,0.42,1,6,0,0,0,5,0,1,6,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:39:21.035711,0.038453681636225645,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_027,Psicologia,2,Diurna,4.84,3.65,0,0,0.38,1,9,0,0,0,3,0,1,8,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:39:21.036219,0.1409279160591524,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_028,Psicologia,8,Virtual,4.1,4.76,0,0,0.27,1,10,0,0,0,3,0,1,2,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:39:21.036223,0.1048799031020402,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_029,Ingenieria_Sistemas,9,Nocturna,3.35,2.97,2,0,0.12,1,4,0,0,0,1,1,1,25,1,0,1,0,0,1,5,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:39:21.036223,0.7667688902587636,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Tutor as acad micas urgentes | Evaluar flexibilidad horaria/carga laboral,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_030,Derecho,6,Diurna,4.3,4.7,0,0,0.65,1,8,0,0,0,3,0,1,3,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:39:21.036223,0.1048799031020402,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_031,Derecho,9,Nocturna,3.17,2.64,1,0,0.37,1,2,1,0,0,1,1,1,28,1,0,1,0,0,1,6,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:39:21.036737,0.8052058845469048,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Tutor as acad micas urgentes | Evaluar flexibilidad horaria/carga laboral,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_032,Administracion,3,Diurna,3.25,3.07,2,0,0.44,1,3,0,0,0,1,1,1,21,1,0,1,0,0,1,6,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:39:21.036737,0.7156828762213177,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Evaluar flexibilidad horaria/carga laboral,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_033,Ingenieria_Sistemas,5,Virtual,4.2,4.46,0,0,0.16,1,6,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:39:21.036737,0.012295417119967423,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_034,Psicologia,3,Diurna,3.21,2.83,2,0,0.46,1,2,1,0,0,1,1,1,30,1,0,1,0,0,1,6,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:39:21.037266,0.8089200804414127,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Tutor as acad micas urgentes | Evaluar flexibilidad horaria/carga laboral,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_035,Derecho,8,Nocturna,2.56,2.39,5,1,0.57,0,0,1,1,1,1,1,1,35,1,3,2,1,1,0,1,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:39:21.037266,0.9673624351496752,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Psicolog a: Clarificaci n de prop sito acad mico | Tutor as acad micas urgentes | Verificaci n t cnica + contacto telef nico | Evaluar flexibilidad horaria/carga laboral | Orientaci n financiera: becas de emergencia,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_036,Ingenieria_Sistemas,10,Nocturna,4.11,4.12,0,0,0.62,1,8,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:39:21.037266,0.008453681636225641,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_037,Ingenieria_Sistemas,5,Diurna,4.76,4.76,0,0,0.57,1,6,0,0,0,3,0,1,3,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:39:21.037781,0.10872163858578196,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_038,Derecho,9,Diurna,3.93,3.72,0,0,0.51,1,6,0,0,0,4,0,1,4,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:39:21.037781,0.03989435960232734,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_039,Derecho,8,Diurna,4.6,3.97,0,0,0.59,1,6,0,0,0,4,0,1,3,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:39:21.037781,0.038453681636225645,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_040,Administracion,9,Virtual,3.38,2.53,1,0,0.74,1,2,1,0,0,2,1,1,21,1,2,1,0,0,1,6,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:39:21.038290,0.7192813148497025,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Tutor as acad micas urgentes | Evaluar flexibilidad horaria/carga laboral,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_041,Psicologia,2,Nocturna,4.58,4.03,0,0,0.45,1,5,0,0,0,5,0,1,7,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:39:21.038290,0.06361330945354109,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_042,Administracion,2,Diurna,4.48,4.82,0,0,0.52,1,5,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:39:21.038290,0.033613309453541074,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_043,Ingenieria_Sistemas,7,Nocturna,4.48,4.81,0,0,0.39,1,9,0,0,0,4,0,1,7,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:39:21.038806,0.039078681636225646,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_044,Administracion,9,Virtual,4.94,3.93,0,0,0.67,1,8,0,0,0,3,0,1,10,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:39:21.038806,0.1048799031020402,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_045,Derecho,2,Nocturna,3.17,2.56,2,0,0.29,1,3,0,0,0,2,1,1,25,1,2,1,0,0,1,5,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:39:21.038806,0.8444220228537815,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Tutor as acad micas urgentes | Evaluar flexibilidad horaria/carga laboral,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_046,Derecho,9,Nocturna,4.37,4.51,0,0,0.28,1,10,0,0,0,3,0,1,6,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:39:21.039315,0.1055049031020402,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_047,Contaduria,2,Virtual,1.95,1.97,6,1,0.74,0,1,1,1,1,2,1,1,46,1,4,2,1,1,0,2,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:39:21.039315,0.9743421709447115,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Psicolog a: Clarificaci n de prop sito acad mico | Tutor as acad micas urgentes | Verificaci n t cnica + contacto telef nico | Evaluar flexibilidad horaria/carga laboral | Orientaci n financiera: becas de emergencia,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_048,Ingenieria_Sistemas,10,Virtual,4.36,4.24,0,0,0.17,1,6,0,0,0,5,0,1,2,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:39:21.039315,0.039078681636225646,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_049,Contaduria,2,Nocturna,4.98,3.87,0,0,0.22,1,9,0,0,0,5,0,1,7,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:39:21.039827,0.05191428032732749,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_VAR_050,Derecho,10,Virtual,4.36,4.06,0,0,0.44,1,8,0,0,0,5,0,1,8,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:39:21.039827,0.039078681636225646,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_NUEVO_001,Contaduria,3,Diurna,3.33,3.1,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,5,0,0.5,0,0,1,0.5,0.5,,2026-02-28T18:39:21.162218,0.6302619010206538,1,MEDIO,   SEGUIMIENTO: Coordinador de programa en 1 semana,2026-02-28T18:39:21.747102,RF_v1.0
EST_NUEVO_002,Derecho,7,Virtual,3.22,2.8200000000000003,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,,2026-02-28T18:39:21.162725,0.7866048418647328,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Tutor as acad micas urgentes,2026-02-28T18:39:21.747102,RF_v1.0
EST_NUEVO_003,Ingenieria_Sistemas,6,Diurna,3.44,2.98,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,,2026-02-28T18:39:21.162725,0.6797174515198549,1,MEDIO,   SEGUIMIENTO: Coordinador de programa en 1 semana | Tutor as acad micas urgentes,2026-02-28T18:39:21.747102,RF_v1.0
EST_NUEVO_004,Contaduria,3,Diurna,3.62,3.5500000000000003,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,,2026-02-28T18:39:21.163231,0.5884701647269058,1,MEDIO,   SEGUIMIENTO: Coordinador de programa en 1 semana,2026-02-28T18:39:21.747102,RF_v1.0
EST_NUEVO_005,Psicologia,7,Diurna,2.56,2.37,5,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,1,1,0.2,1,0,1,0.5,0.5,,2026-02-28T18:39:21.163231,0.9673624351496752,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Psicolog a: Clarificaci n de prop sito acad mico | Tutor as acad micas urgentes | Verificaci n t cnica + contacto telef nico | Evaluar flexibilidad horaria/carga laboral | Orientaci n financiera: becas de emergencia,2026-02-28T18:39:21.747102,RF_v1.0
EST_NUEVO_006,Ingenieria_Sistemas,7,Virtual,3.22,2.8800000000000003,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,5,0,0.5,0,0,1,0.5,0.5,,2026-02-28T18:39:21.163741,0.7446100607644318,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Tutor as acad micas urgentes,2026-02-28T18:39:21.747102,RF_v1.0
EST_NUEVO_007,Administracion,8,Nocturna,4.91,4.72,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:39:21.163741,0.008453681636225641,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_NUEVO_008,Administracion,10,Virtual,3.35,3.27,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,,2026-02-28T18:39:21.164250,0.6341033527316603,1,MEDIO,   SEGUIMIENTO: Coordinador de programa en 1 semana,2026-02-28T18:39:21.747102,RF_v1.0
EST_NUEVO_009,Contaduria,1,Virtual,4.17,3.92,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:39:21.164250,0.021914280327327486,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_NUEVO_010,Derecho,3,Diurna,3.65,3.4899999999999998,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,5,0,0.5,0,0,1,0.5,0.5,,2026-02-28T18:39:21.164759,0.5622804056977491,1,MEDIO,   SEGUIMIENTO: Coordinador de programa en 1 semana,2026-02-28T18:39:21.747102,RF_v1.0
EST_NUEVO_011,Ingenieria_Sistemas,3,Diurna,4.79,4.42,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:39:21.164759,0.022539280327327486,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_NUEVO_012,Psicologia,6,Nocturna,4.94,4.7,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:39:21.165265,0.008453681636225641,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:39:21.747102,RF_v1.0
EST_NUEVO_013,Psicologia,4,Nocturna,1.96,1.68,3,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,2,1,0.2,1,0,1,0.5,0.5,,2026-02-28T18:39:21.165265,0.9739617361621028,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Psicolog a: Clarificaci n de prop sito acad mico | Tutor as acad micas urgentes | Verificaci n t cnica + contacto telef nico | Evaluar flexibilidad horaria/carga laboral | Orientaci n financiera: becas de emergencia,2026-02-28T18:39:21.747102,RF_v1.0
EST_NUEVO_014,Ingenieria_Sistemas,3,Virtual,3.52,3.1,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,5,0,0.5,0,0,1,0.5,0.5,,2026-02-28T18:39:21.165771,0.5759041955703301,1,MEDIO,   SEGUIMIENTO: Coordinador de programa en 1 semana,2026-02-28T18:39:21.747102,RF_v1.0
EST_NUEVO_015,Ingenieria_Sistemas,4,Diurna,3.19,2.95,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,,2026-02-28T18:39:21.165771,0.7765798697150875,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Tutor as acad micas urgentes,2026-02-28T18:39:21.747102,RF_v1.0
EST_NUEVO_016,Administracion,1,Virtual,3.15,3.07,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,6,0,0.5,0,0,1,0.5,0.5,,2026-02-28T18:39:21.166280,0.6581218075633619,1,MEDIO,   SEGUIMIENTO: Coordinador de programa en 1 semana,2026-02-28T18:39:21.747102,RF_v1.0
