id,programa,semestre,jornada,promedio_acumulado,promedio_ultimo,materias_perdidas,dificultad_alta,pct_creditos_aprobados,acceso_plataforma,frecuencia_semanal,frecuencia_baja,participacion_baja,no_consulta_profesores,estrato,estrato_bajo,trabaja,horas_semanales,trabaja_mucho,dependientes,dificultad_pago,dificultad_pago_alta,piensa_desertar_frecuente,piensa_desertar_alguna_vez,satisfaccion_programa,satisfaccion_baja,probabilidad_continuar_percibida,probabilidad_continuar_baja,claridad_baja,evento_estresante,indice_riesgo_academico,indice_engagement,target_desercion,fecha_procesamiento
EST_VAR_019,Ingenieria_Sistemas,10,Diurna,4.98,4.98,0,0,0.43,1,10,0,0,0,3,0,1,4,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.199207
EST_VAR_020,Ingenieria_Sistemas,1,Diurna,2.34,1.84,6,1,0.29,0,1,1,1,1,1,1,1,43,1,2,2,1,1,0,1,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:50:13.200208
EST_VAR_021,Derecho,4,Diurna,2.04,1.12,5,1,0.46,0,0,1,1,1,2,1,1,41,1,3,2,1,1,0,2,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:50:13.200208
EST_VAR_022,Psicologia,6,Virtual,3.17,2.78,1,0,0.66,1,3,0,0,0,1,1,1,26,1,1,1,0,0,1,6,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:50:13.200208
EST_VAR_023,Administracion,2,Virtual,3.33,3.11,1,0,0.52,1,2,1,0,0,2,1,1,30,1,0,1,0,0,1,5,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:50:13.200208
EST_VAR_024,Psicologia,8,Nocturna,4.43,4.36,0,0,0.54,1,8,0,0,0,4,0,1,8,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.200208
EST_VAR_025,Ingenieria_Sistemas,2,Diurna,2.02,1.79,5,1,0.33,0,0,1,1,1,2,1,1,42,1,3,2,1,1,0,1,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:50:13.200208
EST_VAR_026,Psicologia,8,Diurna,4.59,4.54,0,0,0.42,1,6,0,0,0,5,0,1,6,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.200208
EST_VAR_027,Psicologia,2,Diurna,4.84,3.65,0,0,0.38,1,9,0,0,0,3,0,1,8,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.201207
EST_VAR_028,Psicologia,8,Virtual,4.1,4.76,0,0,0.27,1,10,0,0,0,3,0,1,2,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.201207
EST_VAR_029,Ingenieria_Sistemas,9,Nocturna,3.35,2.97,2,0,0.12,1,4,0,0,0,1,1,1,25,1,0,1,0,0,1,5,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:50:13.201207
EST_VAR_030,Derecho,6,Diurna,4.3,4.7,0,0,0.65,1,8,0,0,0,3,0,1,3,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.201207
EST_VAR_031,Derecho,9,Nocturna,3.17,2.64,1,0,0.37,1,2,1,0,0,1,1,1,28,1,0,1,0,0,1,6,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:50:13.201207
EST_VAR_032,Administracion,3,Diurna,3.25,3.07,2,0,0.44,1,3,0,0,0,1,1,1,21,1,0,1,0,0,1,6,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:50:13.201207
EST_VAR_033,Ingenieria_Sistemas,5,Virtual,4.2,4.46,0,0,0.16,1,6,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.201207
EST_VAR_034,Psicologia,3,Diurna,3.21,2.83,2,0,0.46,1,2,1,0,0,1,1,1,30,1,0,1,0,0,1,6,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:50:13.202208
EST_VAR_035,Derecho,8,Nocturna,2.56,2.39,5,1,0.57,0,0,1,1,1,1,1,1,35,1,3,2,1,1,0,1,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:50:13.202208
EST_VAR_036,Ingenieria_Sistemas,10,Nocturna,4.11,4.12,0,0,0.62,1,8,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.202208
EST_VAR_037,Ingenieria_Sistemas,5,Diurna,4.76,4.76,0,0,0.57,1,6,0,0,0,3,0,1,3,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.202208
EST_VAR_038,Derecho,9,Diurna,3.93,3.72,0,0,0.51,1,6,0,0,0,4,0,1,4,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.202208
EST_VAR_039,Derecho,8,Diurna,4.6,3.97,0,0,0.59,1,6,0,0,0,4,0,1,3,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.202208
EST_VAR_040,Administracion,9,Virtual,3.38,2.53,1,0,0.74,1,2,1,0,0,2,1,1,21,1,2,1,0,0,1,6,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:50:13.202208
EST_VAR_041,Psicologia,2,Nocturna,4.58,4.03,0,0,0.45,1,5,0,0,0,5,0,1,7,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.203208
EST_VAR_042,Administracion,2,Diurna,4.48,4.82,0,0,0.52,1,5,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.203208
EST_VAR_043,Ingenieria_Sistemas,7,Nocturna,4.48,4.81,0,0,0.39,1,9,0,0,0,4,0,1,7,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.203208
EST_VAR_044,Administracion,9,Virtual,4.94,3.93,0,0,0.67,1,8,0,0,0,3,0,1,10,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.203208
EST_VAR_045,Derecho,2,Nocturna,3.17,2.56,2,0,0.29,1,3,0,0,0,2,1,1,25,1,2,1,0,0,1,5,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:50:13.203208
EST_VAR_046,Derecho,9,Nocturna,4.37,4.51,0,0,0.28,1,10,0,0,0,3,0,1,6,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.203208
EST_VAR_047,Contaduria,2,Virtual,1.95,1.97,6,1,0.74,0,1,1,1,1,2,1,1,46,1,4,2,1,1,0,2,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:50:13.203208
EST_VAR_048,Ingenieria_Sistemas,10,Virtual,4.36,4.24,0,0,0.17,1,6,0,0,0,5,0,1,2,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.203208
EST_VAR_049,Contaduria,2,Nocturna,4.98,3.87,0,0,0.22,1,9,0,0,0,5,0,1,7,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.204208
EST_VAR_050,Derecho,10,Virtual,4.36,4.06,0,0,0.44,1,8,0,0,0,5,0,1,8,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.204208
