id,programa,semestre,jornada,promedio_acumulado,promedio_ultimo,materias_perdidas,dificultad_alta,pct_creditos_aprobados,acceso_plataforma,frecuencia_semanal,frecuencia_baja,participacion_baja,no_consulta_profesores,estrato,estrato_bajo,trabaja,horas_semanales,trabaja_mucho,dependientes,dificultad_pago,dificultad_pago_alta,piensa_desertar_frecuente,piensa_desertar_alguna_vez,satisfaccion_programa,satisfaccion_baja,probabilidad_continuar_percibida,probabilidad_continuar_baja,claridad_baja,evento_estresante,indice_riesgo_academico,indice_engagement,target_desercion,fecha_procesamiento,probabilidad_desercion,clase_predicha,riesgo_categoria,recomendacion,fecha_prediccion,modelo_version
EST_VAR_011,Derecho,1,Virtual,1.89,2.13,3,1,0.63,0,0,1,1,1,2,1,1,48,1,2,2,1,1,0,1,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:50:13.198211,0.9942708333333334,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Psicolog a: Clarificaci n de prop sito acad mico | Tutor as acad micas urgentes | Verificaci n t cnica + contacto telef nico | Evaluar flexibilidad horaria/carga laboral | Orientaci n financiera: becas de emergencia,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_012,Contaduria,2,Diurna,3.35,3.11,2,0,0.14,1,2,1,0,0,1,1,1,22,1,1,1,0,0,1,4,1,0.5,0,0,0,0.5,0.5,,2026-02-28T18:50:13.199207,0.21727514051526498,0,BAJO,  MONITOREO: Rutina est ndar | Evaluar flexibilidad horaria/carga laboral,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_013,Psicologia,5,Virtual,2.65,1.14,4,1,0.4,0,1,1,1,1,2,1,1,47,1,3,2,1,1,0,3,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:50:13.199207,0.963030303030303,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Psicolog a: Clarificaci n de prop sito acad mico | Tutor as acad micas urgentes | Verificaci n t cnica + contacto telef nico | Evaluar flexibilidad horaria/carga laboral | Orientaci n financiera: becas de emergencia,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_014,Administracion,3,Nocturna,2.01,1.35,6,1,0.21,0,0,1,1,1,2,1,1,42,1,2,2,1,1,0,1,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:50:13.199207,0.985,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Psicolog a: Clarificaci n de prop sito acad mico | Tutor as acad micas urgentes | Verificaci n t cnica + contacto telef nico | Evaluar flexibilidad horaria/carga laboral | Orientaci n financiera: becas de emergencia,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_015,Administracion,8,Diurna,4.61,4.41,0,0,0.37,1,8,0,0,0,3,0,1,3,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.199207,0.06418704334284196,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_016,Derecho,2,Virtual,4.5,3.88,0,0,0.24,1,10,0,0,0,3,0,1,6,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.199207,0.080798858357096,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_017,Ingenieria_Sistemas,10,Nocturna,3.39,2.88,2,0,0.49,1,2,1,0,0,1,1,1,23,1,1,1,0,0,1,4,1,0.5,0,0,0,0.5,0.5,,2026-02-28T18:50:13.199207,0.16956871243720267,0,BAJO,  MONITOREO: Rutina est ndar | Tutor as acad micas urgentes | Evaluar flexibilidad horaria/carga laboral,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_018,Administracion,8,Virtual,3.3,2.72,2,0,0.11,1,3,0,0,0,1,1,1,23,1,2,1,0,0,1,4,1,0.5,0,0,0,0.5,0.5,,2026-02-28T18:50:13.199207,0.20346654575952516,0,BAJO,  MONITOREO: Rutina est ndar | Tutor as acad micas urgentes | Evaluar flexibilidad horaria/carga laboral,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_019,Ingenieria_Sistemas,10,Diurna,4.98,4.98,0,0,0.43,1,10,0,0,0,3,0,1,4,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.199207,0.07151037203587833,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_020,Ingenieria_Sistemas,1,Diurna,2.34,1.84,6,1,0.29,0,1,1,1,1,1,1,1,43,1,2,2,1,1,0,1,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:50:13.200208,0.995,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Psicolog a: Clarificaci n de prop sito acad mico | Tutor as acad micas urgentes | Verificaci n t cnica + contacto telef nico | Evaluar flexibilidad horaria/carga laboral | Orientaci n financiera: becas de emergencia,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_021,Derecho,4,Diurna,2.04,1.12,5,1,0.46,0,0,1,1,1,2,1,1,41,1,3,2,1,1,0,2,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:50:13.200208,1.0,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Psicolog a: Clarificaci n de prop sito acad mico | Tutor as acad micas urgentes | Verificaci n t cnica + contacto telef nico | Evaluar flexibilidad horaria/carga laboral | Orientaci n financiera: becas de emergencia,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_022,Psicologia,6,Virtual,3.17,2.78,1,0,0.66,1,3,0,0,0,1,1,1,26,1,1,1,0,0,1,6,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:50:13.200208,0.14070215522145976,0,BAJO,  MONITOREO: Rutina est ndar | Tutor as acad micas urgentes | Evaluar flexibilidad horaria/carga laboral,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_023,Administracion,2,Virtual,3.33,3.11,1,0,0.52,1,2,1,0,0,2,1,1,30,1,0,1,0,0,1,5,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:50:13.200208,0.1641799058800423,0,BAJO,  MONITOREO: Rutina est ndar | Evaluar flexibilidad horaria/carga laboral,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_024,Psicologia,8,Nocturna,4.43,4.36,0,0,0.54,1,8,0,0,0,4,0,1,8,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.200208,0.06428797933318012,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_025,Ingenieria_Sistemas,2,Diurna,2.02,1.79,5,1,0.33,0,0,1,1,1,2,1,1,42,1,3,2,1,1,0,1,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:50:13.200208,1.0,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Psicolog a: Clarificaci n de prop sito acad mico | Tutor as acad micas urgentes | Verificaci n t cnica + contacto telef nico | Evaluar flexibilidad horaria/carga laboral | Orientaci n financiera: becas de emergencia,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_026,Psicologia,8,Diurna,4.59,4.54,0,0,0.42,1,6,0,0,0,5,0,1,6,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.200208,0.0668891537567653,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_027,Psicologia,2,Diurna,4.84,3.65,0,0,0.38,1,9,0,0,0,3,0,1,8,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.201207,0.07143730263216375,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_028,Psicologia,8,Virtual,4.1,4.76,0,0,0.27,1,10,0,0,0,3,0,1,2,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.201207,0.07552130369924902,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_029,Ingenieria_Sistemas,9,Nocturna,3.35,2.97,2,0,0.12,1,4,0,0,0,1,1,1,25,1,0,1,0,0,1,5,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:50:13.201207,0.2040996193893309,0,BAJO,  MONITOREO: Rutina est ndar | Tutor as acad micas urgentes | Evaluar flexibilidad horaria/carga laboral,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_030,Derecho,6,Diurna,4.3,4.7,0,0,0.65,1,8,0,0,0,3,0,1,3,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.201207,0.06558732086941682,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_031,Derecho,9,Nocturna,3.17,2.64,1,0,0.37,1,2,1,0,0,1,1,1,28,1,0,1,0,0,1,6,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:50:13.201207,0.22364618500630928,0,BAJO,  MONITOREO: Rutina est ndar | Tutor as acad micas urgentes | Evaluar flexibilidad horaria/carga laboral,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_032,Administracion,3,Diurna,3.25,3.07,2,0,0.44,1,3,0,0,0,1,1,1,21,1,0,1,0,0,1,6,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:50:13.201207,0.16717116222217737,0,BAJO,  MONITOREO: Rutina est ndar | Evaluar flexibilidad horaria/carga laboral,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_033,Ingenieria_Sistemas,5,Virtual,4.2,4.46,0,0,0.16,1,6,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.201207,0.12650107931101473,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_034,Psicologia,3,Diurna,3.21,2.83,2,0,0.46,1,2,1,0,0,1,1,1,30,1,0,1,0,0,1,6,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:50:13.202208,0.20050413466053807,0,BAJO,  MONITOREO: Rutina est ndar | Tutor as acad micas urgentes | Evaluar flexibilidad horaria/carga laboral,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_035,Derecho,8,Nocturna,2.56,2.39,5,1,0.57,0,0,1,1,1,1,1,1,35,1,3,2,1,1,0,1,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:50:13.202208,0.9529399846574236,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Psicolog a: Clarificaci n de prop sito acad mico | Tutor as acad micas urgentes | Verificaci n t cnica + contacto telef nico | Evaluar flexibilidad horaria/carga laboral | Orientaci n financiera: becas de emergencia,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_036,Ingenieria_Sistemas,10,Nocturna,4.11,4.12,0,0,0.62,1,8,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.202208,0.0849122821137329,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_037,Ingenieria_Sistemas,5,Diurna,4.76,4.76,0,0,0.57,1,6,0,0,0,3,0,1,3,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.202208,0.06792839093588735,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_038,Derecho,9,Diurna,3.93,3.72,0,0,0.51,1,6,0,0,0,4,0,1,4,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.202208,0.07560918813169155,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_039,Derecho,8,Diurna,4.6,3.97,0,0,0.59,1,6,0,0,0,4,0,1,3,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.202208,0.057731830618797,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_040,Administracion,9,Virtual,3.38,2.53,1,0,0.74,1,2,1,0,0,2,1,1,21,1,2,1,0,0,1,6,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:50:13.202208,0.19182700748763787,0,BAJO,  MONITOREO: Rutina est ndar | Tutor as acad micas urgentes | Evaluar flexibilidad horaria/carga laboral,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_041,Psicologia,2,Nocturna,4.58,4.03,0,0,0.45,1,5,0,0,0,5,0,1,7,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.203208,0.06620591628276754,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_042,Administracion,2,Diurna,4.48,4.82,0,0,0.52,1,5,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.203208,0.07487196828523199,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_043,Ingenieria_Sistemas,7,Nocturna,4.48,4.81,0,0,0.39,1,9,0,0,0,4,0,1,7,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.203208,0.05327214229798825,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_044,Administracion,9,Virtual,4.94,3.93,0,0,0.67,1,8,0,0,0,3,0,1,10,0,0,0,0,0,0,9,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.203208,0.07532405632985495,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_045,Derecho,2,Nocturna,3.17,2.56,2,0,0.29,1,3,0,0,0,2,1,1,25,1,2,1,0,0,1,5,0,0.5,0,0,0,0.5,0.5,,2026-02-28T18:50:13.203208,0.2110575483689051,0,BAJO,  MONITOREO: Rutina est ndar | Tutor as acad micas urgentes | Evaluar flexibilidad horaria/carga laboral,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_046,Derecho,9,Nocturna,4.37,4.51,0,0,0.28,1,10,0,0,0,3,0,1,6,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.203208,0.06956240395128675,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_047,Contaduria,2,Virtual,1.95,1.97,6,1,0.74,0,1,1,1,1,2,1,1,46,1,4,2,1,1,0,2,1,0.2,1,1,1,0.5,0.5,,2026-02-28T18:50:13.203208,0.9992708333333334,1,ALTO,  CONTACTO INMEDIATO: Bienestar estudiantil en 24h | Psicolog a: Clarificaci n de prop sito acad mico | Tutor as acad micas urgentes | Verificaci n t cnica + contacto telef nico | Evaluar flexibilidad horaria/carga laboral | Orientaci n financiera: becas de emergencia,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_048,Ingenieria_Sistemas,10,Virtual,4.36,4.24,0,0,0.17,1,6,0,0,0,5,0,1,2,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.203208,0.11441316722310263,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_049,Contaduria,2,Nocturna,4.98,3.87,0,0,0.22,1,9,0,0,0,5,0,1,7,0,0,0,0,0,0,10,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.204208,0.10882565025359556,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:50:14.145497,RF_v1.0
EST_VAR_050,Derecho,10,Virtual,4.36,4.06,0,0,0.44,1,8,0,0,0,5,0,1,8,0,0,0,0,0,0,8,0,0.95,0,0,0,0.5,0.5,,2026-02-28T18:50:13.204208,0.06658310018455098,0,BAJO,  MONITOREO: Rutina est ndar,2026-02-28T18:50:14.145497,RF_v1.0
